geo,distance_to_water,elevation,flooded,forest_loss,landcover,rainfall
"{'type': 'Point', 'coordinates': [7.074232862441232, 9.275105308534059]}",94.86832980505139,283,0,1,40,13985.337288904804
"{'type': 'Point', 'coordinates': [4.963191944760356, 11.296314697802982]}",152.97058540778355,260,0,0,20,11116.807208698405
"{'type': 'Point', 'coordinates': [10.353083649477485, 12.194629981922503]}",228.47319317591726,362,0,0,40,5873.1376910171175
"{'type': 'Point', 'coordinates': [10.802241291537246, 9.993757535829676]}",351.14099732158877,457,0,0,40,9978.87464560452
"{'type': 'Point', 'coordinates': [10.397999413683461, 7.792885089736849]}",192.09372712298546,160,0,1,20,15693.492020317979
"{'type': 'Point', 'coordinates': [7.43355897608904, 5.457265351026093]}",364.96575181789314,139,0,0,10,22746.175572585154
"{'type': 'Point', 'coordinates': [11.655640811450791, 10.353083649477485]}",120.0,312,0,0,40,9764.74908910062
"{'type': 'Point', 'coordinates': [8.646284609650394, 7.792885089736849]}",30.0,101,0,0,40,12100.160048202575
"{'type': 'Point', 'coordinates': [3.3013086691392415, 6.8047382772053755]}",169.7056274847714,16,0,0,10,16024.252173204499
"{'type': 'Point', 'coordinates': [9.230189544328082, 7.074232862441232]}",67.0820393249937,160,0,0,40,15422.130162672605
"{'type': 'Point', 'coordinates': [11.925135396686647, 11.161567405185055]}",403.6087214122113,412,0,0,40,8448.927077051296
"{'type': 'Point', 'coordinates': [8.152211203384658, 6.310664870939639]}",174.92855684535903,39,0,0,50,19329.818092640024
"{'type': 'Point', 'coordinates': [9.49968412956394, 8.69120037385637]}",42.42640687119285,157,0,0,40,11968.3346186352
"{'type': 'Point', 'coordinates': [3.570803254375098, 9.275105308534059]}",234.30749027719963,387,0,0,20,11599.957013906052
"{'type': 'Point', 'coordinates': [12.643787623982265, 13.27260832286593]}",150.0,307,0,0,40,4094.3986760078637
"{'type': 'Point', 'coordinates': [6.894569805617327, 5.906422993085854]}",120.0,63,0,1,10,19702.98283839872
"{'type': 'Point', 'coordinates': [11.79038810406872, 10.712409763125294]}",150.0,350,0,0,30,8937.705513420256
"{'type': 'Point', 'coordinates': [4.558950066906571, 6.714906748793423]}",256.3201123595259,83,0,1,10,19280.653964683435
"{'type': 'Point', 'coordinates': [5.906422993085854, 5.6369284078499975]}",108.16653826391968,16,0,1,10,23604.79490242066
"{'type': 'Point', 'coordinates': [4.109792424846811, 11.610725047244815]}",94.86832980505139,207,0,0,40,9295.190457767361
"{'type': 'Point', 'coordinates': [5.457265351026093, 10.667493998919317]}",174.92855684535903,327,0,0,40,11736.40859904232
"{'type': 'Point', 'coordinates': [8.601368845444417, 8.197126967590634]}",174.92855684535903,176,0,0,40,12904.420733520728
"{'type': 'Point', 'coordinates': [9.005610723298203, 9.140358015916132]}",152.97058540778355,1041,0,0,30,12240.236230394949
"{'type': 'Point', 'coordinates': [13.182776794453977, 10.98190434836115]}",480.93658625644196,389,0,0,30,9235.128537352557
"{'type': 'Point', 'coordinates': [8.421705788620514, 8.960694959092226]}",342.05262752974136,439,0,1,20,15926.597217494425
"{'type': 'Point', 'coordinates': [8.870863430680274, 7.343727447677088]}",174.92855684535903,154,0,1,40,12820.385236217466
"{'type': 'Point', 'coordinates': [13.94634478595557, 11.700556575656767]}",420.0,307,0,0,30,7470.797050363863
"{'type': 'Point', 'coordinates': [8.152211203384658, 5.816591464673902]}",84.8528137423857,62,0,1,10,22678.94350284821
"{'type': 'Point', 'coordinates': [10.442915177889438, 10.712409763125294]}",408.0441152620633,404,0,0,40,9110.783316065465
"{'type': 'Point', 'coordinates': [5.816591464673902, 6.17591757832171]}",192.09372712298546,68,0,1,10,20035.82278112136
"{'type': 'Point', 'coordinates': [6.310664870939639, 5.726759936261949]}",174.92855684535903,24,0,1,10,20560.0598075781
"{'type': 'Point', 'coordinates': [7.972548146560753, 7.253895919265136]}",417.85164831552356,209,0,0,20,12465.232040991308
"{'type': 'Point', 'coordinates': [6.041170285703782, 6.984401334029279]}",394.58839313897715,141,0,1,10,13871.134308023611
"{'type': 'Point', 'coordinates': [14.260755135397403, 11.970051160892623]}",436.80659335683106,295,0,0,30,7014.233565427124
"{'type': 'Point', 'coordinates': [5.996254521497805, 5.592012643644021]}",134.1640786499874,18,0,1,30,23966.036809371
"{'type': 'Point', 'coordinates': [11.610725047244815, 9.275105308534059]}",67.0820393249937,185,0,0,40,9192.353305783916
"{'type': 'Point', 'coordinates': [6.625075220381471, 6.265749106733662]}",60.0,166,0,0,10,17191.75695492167
"{'type': 'Point', 'coordinates': [7.65813779711892, 10.263252121065532]}",67.0820393249937,669,0,0,30,13411.008881548543
"{'type': 'Point', 'coordinates': [6.355580635145614, 10.892072819949197]}",417.85164831552356,452,0,0,20,12304.843993842285
"{'type': 'Point', 'coordinates': [5.996254521497805, 9.679347186387844]}",0.0,89,1,1,40,11467.744725498342
"{'type': 'Point', 'coordinates': [5.996254521497805, 6.6699909845874465]}",420.0,226,0,1,10,16790.579435875174
"{'type': 'Point', 'coordinates': [8.197126967590634, 7.478474740295016]}",240.0,156,0,0,20,12430.706598168312
"{'type': 'Point', 'coordinates': [7.164064390853183, 5.142855001584261]}",218.40329667841553,54,0,1,10,23748.724911527708
"{'type': 'Point', 'coordinates': [13.362439851277882, 13.631934436513738]}",192.09372712298546,281,0,0,30,3025.9017013750604
"{'type': 'Point', 'coordinates': [6.6699909845874465, 5.142855001584261]}",67.0820393249937,18,0,1,10,24912.031474642456
"{'type': 'Point', 'coordinates': [7.164064390853183, 6.131001814115734]}",234.30749027719963,63,0,0,10,19318.541500430554
"{'type': 'Point', 'coordinates': [5.502181115232069, 8.556453081238441]}",201.24611797498108,303,0,1,20,13043.57665253584
"{'type': 'Point', 'coordinates': [3.2114771407272893, 9.275105308534059]}",400.24992192379,391,0,0,20,11442.889345311174
"{'type': 'Point', 'coordinates': [6.310664870939639, 9.993757535829676]}",67.0820393249937,299,0,1,10,12223.378744925285
"{'type': 'Point', 'coordinates': [11.88021963248067, 9.275105308534059]}",134.1640786499874,263,0,1,40,9264.716139880868
"{'type': 'Point', 'coordinates': [6.625075220381471, 9.679347186387844]}",60.0,326,0,0,40,12364.932875036351
"{'type': 'Point', 'coordinates': [3.570803254375098, 9.364936836946011]}",276.5863337187866,363,0,0,20,11529.835485641554
"{'type': 'Point', 'coordinates': [7.7030535613248965, 6.849654041411351]}",301.4962686336267,203,0,0,10,14414.823129235652
"{'type': 'Point', 'coordinates': [5.502181115232069, 7.882716618148801]}",189.73665961010278,517,0,1,10,15049.232253911177
"{'type': 'Point', 'coordinates': [5.142855001584261, 7.164064390853183]}",540.8326913195983,331,0,1,10,16041.612174796406
"{'type': 'Point', 'coordinates': [12.598871859776288, 11.655640811450791]}",421.07006542854594,359,0,0,30,7826.12819804721
"{'type': 'Point', 'coordinates': [9.275105308534059, 10.802241291537246]}",424.26406871192853,590,0,1,40,12311.291033535028
"{'type': 'Point', 'coordinates': [9.140358015916132, 10.038673300035653]}",150.0,947,0,0,40,12604.830366082406
"{'type': 'Point', 'coordinates': [8.017463910766729, 4.828444652142428]}",94.86832980505139,48,0,1,10,27712.89907003194
"{'type': 'Point', 'coordinates': [9.49968412956394, 6.5352436919695185]}",247.38633753705963,374,0,1,10,24026.569963417223
"{'type': 'Point', 'coordinates': [6.6699909845874465, 12.194629981922503]}",42.42640687119285,463,0,0,40,10246.39199803393
"{'type': 'Point', 'coordinates': [11.386146226214935, 10.487830942095414]}",42.42640687119285,264,0,0,40,8732.238808419668
"{'type': 'Point', 'coordinates': [8.152211203384658, 6.131001814115734]}",94.86832980505139,50,0,0,40,20004.263126870617
"{'type': 'Point', 'coordinates': [11.251398933597006, 7.523390504500992]}",421.07006542854594,553,0,0,10,20460.029911243946
"{'type': 'Point', 'coordinates': [6.041170285703782, 10.75732552733127]}",510.0,426,0,0,40,12023.078234085973
"{'type': 'Point', 'coordinates': [8.331874260208561, 6.086086049909758]}",0.0,51,0,1,10,21257.35343702743
"{'type': 'Point', 'coordinates': [5.726759936261949, 5.861507228879877]}",42.42640687119285,12,0,0,50,22407.792219730094
"{'type': 'Point', 'coordinates': [10.712409763125294, 7.613222032912945]}",284.60498941515414,524,0,1,10,19488.96350672065
"{'type': 'Point', 'coordinates': [6.625075220381471, 7.613222032912945]}",60.0,86,0,0,20,12832.58509436762
"{'type': 'Point', 'coordinates': [10.038673300035653, 8.69120037385637]}",134.1640786499874,141,0,1,20,11306.678640158581
"{'type': 'Point', 'coordinates': [6.220833342527686, 4.4691185384946195]}",0.0,7,0,0,95,31210.525860100985
"{'type': 'Point', 'coordinates': [9.9488417716237, 7.65813779711892]}",60.0,192,0,0,40,14343.438382610851
"{'type': 'Point', 'coordinates': [8.062379674972705, 5.097939237378284]}",30.0,12,0,1,10,27326.757493123412
"{'type': 'Point', 'coordinates': [3.615719018581074, 9.814094479005773]}",531.6013544000805,310,0,1,20,13661.341765997146
"{'type': 'Point', 'coordinates': [5.008107708966333, 7.029317098235255]}",577.0615218501403,202,0,1,10,18441.38957713917
"{'type': 'Point', 'coordinates': [7.478474740295016, 5.053023473172308]}",182.48287590894657,64,0,1,10,23330.647952251136
"{'type': 'Point', 'coordinates': [4.828444652142428, 9.49968412956394]}",60.0,199,0,0,40,11789.744727833015
"{'type': 'Point', 'coordinates': [11.026820112567126, 10.128504828447605]}",276.5863337187866,436,0,0,40,9668.095014635473
"{'type': 'Point', 'coordinates': [4.064876660640834, 11.20648316939103]}",94.86832980505139,208,0,0,40,10810.329981083414
"{'type': 'Point', 'coordinates': [6.6699909845874465, 7.568306268706968]}",30.0,44,0,0,40,12676.056239077123
"{'type': 'Point', 'coordinates': [7.523390504500992, 8.062379674972705]}",0.0,53,1,1,30,12619.335322342416
"{'type': 'Point', 'coordinates': [4.693697359524499, 7.029317098235255]}",468.61498055439927,208,0,0,10,17949.087783789262
"{'type': 'Point', 'coordinates': [12.958197973424097, 9.903926007417724]}",361.2478373637689,453,0,1,30,10839.658699092528
"{'type': 'Point', 'coordinates': [10.263252121065532, 8.286958496002585]}",152.97058540778355,147,0,1,20,11821.565929004853
"{'type': 'Point', 'coordinates': [5.322518058408165, 5.996254521497805]}",30.0,18,0,0,10,24155.844106521457
"{'type': 'Point', 'coordinates': [6.580159456175495, 11.20648316939103]}",241.86773244895647,480,0,1,40,11169.836531267589
"{'type': 'Point', 'coordinates': [3.166561376521313, 9.454768365357964]}",523.9274758971894,407,0,1,20,11848.316299324346
"{'type': 'Point', 'coordinates': [6.445412163557567, 11.925135396686647]}",192.09372712298546,469,0,0,40,9863.360377556592
"{'type': 'Point', 'coordinates': [5.906422993085854, 12.509040331364336]}",123.69316876852982,345,0,1,40,7778.576536900984
"{'type': 'Point', 'coordinates': [3.5258874901691217, 9.544599893769915]}",391.15214431215895,367,0,0,20,12123.539910353953
"{'type': 'Point', 'coordinates': [7.119148626647208, 8.69120037385637]}",318.9043743820395,223,0,1,40,12594.68629448449
"{'type': 'Point', 'coordinates': [6.490327927763542, 8.825947666474299]}",127.27922061357854,123,0,1,40,11330.499029176528
"{'type': 'Point', 'coordinates': [4.558950066906571, 12.0149669250986]}",169.7056274847714,258,0,0,20,8337.192563211775
"{'type': 'Point', 'coordinates': [8.017463910766729, 10.622578234713341]}",189.73665961010278,650,0,0,40,12792.709148183527
"{'type': 'Point', 'coordinates': [3.031814083903385, 7.927632382354777]}",400.24992192379,201,0,1,10,12270.936017184184
"{'type': 'Point', 'coordinates': [9.634431422181867, 8.107295439178682]}",30.0,96,1,1,10,10189.791279512454
"{'type': 'Point', 'coordinates': [5.547096879438045, 6.939485569823304]}",630.7138812488591,125,0,1,10,16322.729638850316
"{'type': 'Point', 'coordinates': [6.984401334029279, 5.232686529996212]}",247.38633753705963,48,0,1,10,22249.243258786482
"{'type': 'Point', 'coordinates': [11.475977754626888, 11.116651640979079]}",271.66155414412253,297,0,0,30,8042.673572984917
"{'type': 'Point', 'coordinates': [4.828444652142428, 12.778534916600194]}",84.8528137423857,262,0,1,30,6581.077929192116
"{'type': 'Point', 'coordinates': [7.253895919265136, 6.490327927763542]}",241.86773244895647,218,0,1,10,16709.074393521878
"{'type': 'Point', 'coordinates': [11.700556575656767, 10.667493998919317]}",84.8528137423857,270,0,0,40,9553.143659397632
"{'type': 'Point', 'coordinates': [9.005610723298203, 6.265749106733662]}",364.96575181789314,166,0,1,10,25096.268171205047
"{'type': 'Point', 'coordinates': [6.131001814115734, 10.532746706301388]}",421.07006542854594,370,0,0,40,12155.9082463191
"{'type': 'Point', 'coordinates': [8.017463910766729, 10.308167885271509]}",161.55494421403512,657,0,1,20,13520.849394900622
"{'type': 'Point', 'coordinates': [9.589515657975891, 7.8378008539428246]}",150.0,157,0,1,40,12146.649214659992
"{'type': 'Point', 'coordinates': [5.906422993085854, 5.277602294202189]}",60.0,15,0,1,10,27215.950754160527
"{'type': 'Point', 'coordinates': [6.849654041411351, 7.747969325530873]}",60.0,87,0,1,10,12865.204091840737
"{'type': 'Point', 'coordinates': [6.490327927763542, 10.218336356859556]}",150.0,382,0,0,20,12797.016278706738
"{'type': 'Point', 'coordinates': [10.84715705574322, 10.442915177889438]}",394.58839313897715,414,0,0,40,9235.043549147973
"{'type': 'Point', 'coordinates': [4.693697359524499, 10.397999413683461]}",30.0,149,0,0,40,13204.664491339801
"{'type': 'Point', 'coordinates': [3.840297839610954, 9.814094479005773]}",456.9463863518345,287,0,1,20,12786.723722627343
"{'type': 'Point', 'coordinates': [12.284461510334456, 9.589515657975891]}",60.0,277,0,0,20,9169.731047613266
"{'type': 'Point', 'coordinates': [8.870863430680274, 8.017463910766729]}",127.27922061357854,143,0,0,20,12411.362079561542
"{'type': 'Point', 'coordinates': [3.4360559617571695, 8.107295439178682]}",201.24611797498108,334,0,1,20,12315.872945194664
"{'type': 'Point', 'coordinates': [9.185273780122108, 7.343727447677088]}",30.0,124,0,0,40,13709.821324146027
"{'type': 'Point', 'coordinates': [5.412349586820117, 5.232686529996212]}",30.0,10,0,0,95,33719.16670690733
"{'type': 'Point', 'coordinates': [6.086086049909758, 7.7030535613248965]}",150.0,419,0,1,10,13772.524171728475
"{'type': 'Point', 'coordinates': [7.029317098235255, 11.431061990420911]}",30.0,678,0,0,40,10075.813952247192
"{'type': 'Point', 'coordinates': [10.308167885271509, 7.927632382354777]}",152.97058540778355,171,0,1,20,13690.985222613865
"{'type': 'Point', 'coordinates': [11.700556575656767, 8.286958496002585]}",602.9925372672534,679,0,0,10,15849.216517962264
"{'type': 'Point', 'coordinates': [4.244539717464739, 8.556453081238441]}",228.47319317591726,326,0,1,20,11945.39681990329
"{'type': 'Point', 'coordinates': [3.9750451322288827, 8.242042731796609]}",123.69316876852982,349,0,1,10,12404.740458495904
"{'type': 'Point', 'coordinates': [6.220833342527686, 11.026820112567126]}",483.73546489791295,469,0,0,20,12311.917770646245
"{'type': 'Point', 'coordinates': [7.882716618148801, 9.9488417716237]}",94.86832980505139,797,0,1,20,13983.71148779695
"{'type': 'Point', 'coordinates': [11.341230462008959, 9.72426295059382]}",67.0820393249937,505,0,0,20,10223.338938234609
"{'type': 'Point', 'coordinates': [3.256392904933265, 8.870863430680274]}",134.1640786499874,387,0,0,20,12161.15581121511
"{'type': 'Point', 'coordinates': [11.655640811450791, 10.936988584155173]}",174.92855684535903,288,0,0,40,8335.606027518323
"{'type': 'Point', 'coordinates': [9.859010243211747, 8.601368845444417]}",108.16653826391968,154,0,0,40,11177.379767807928
"{'type': 'Point', 'coordinates': [11.79038810406872, 11.071735876773102]}",300.0,371,0,0,40,8220.205046776526
"{'type': 'Point', 'coordinates': [8.870863430680274, 9.634431422181867]}",0.0,1277,0,0,40,12578.547940696531
"{'type': 'Point', 'coordinates': [8.286958496002585, 6.625075220381471]}",313.20919526731655,60,0,0,40,17085.274076571746
"{'type': 'Point', 'coordinates': [3.3911401975511937, 8.511537317032467]}",123.69316876852982,347,0,0,20,11379.423453148305
"{'type': 'Point', 'coordinates': [12.509040331364336, 10.173420592653581]}",361.2478373637689,498,0,1,30,11557.597968587415
"{'type': 'Point', 'coordinates': [12.688703388188241, 10.892072819949197]}",457.93012567421243,459,0,0,30,10005.73130450252
"{'type': 'Point', 'coordinates': [4.828444652142428, 11.565809283038838]}",283.0194339616981,309,0,0,20,10261.891926328695
"{'type': 'Point', 'coordinates': [3.840297839610954, 6.939485569823304]}",210.0,59,0,1,10,15830.435518624494
"{'type': 'Point', 'coordinates': [6.310664870939639, 7.253895919265136]}",240.0,368,0,0,10,13156.545483849244
"{'type': 'Point', 'coordinates': [11.655640811450791, 7.20898015505916]}",366.1966684720111,626,0,0,10,19858.56819823348
"{'type': 'Point', 'coordinates': [7.119148626647208, 9.454768365357964]}",150.0,489,0,0,40,14481.776158115485
"{'type': 'Point', 'coordinates': [10.712409763125294, 9.9488417716237]}",400.24992192379,309,0,0,20,9273.859842507401
"{'type': 'Point', 'coordinates': [5.7716757004679256, 10.442915177889438]}",271.66155414412253,330,0,0,40,12165.087308100403
"{'type': 'Point', 'coordinates': [10.622578234713341, 8.781031902268323]}",67.0820393249937,125,0,1,20,11394.717062563352
"{'type': 'Point', 'coordinates': [3.840297839610954, 10.263252121065532]}",234.30749027719963,287,0,0,20,12554.272052080321
"{'type': 'Point', 'coordinates': [12.329377274540432, 9.050526487504179]}",189.73665961010278,341,0,1,20,10677.233842796471
"{'type': 'Point', 'coordinates': [11.610725047244815, 8.286958496002585]}",543.3231082882451,672,0,1,10,16136.85723534715
"{'type': 'Point', 'coordinates': [6.355580635145614, 5.816591464673902]}",180.0,27,0,1,10,22291.532830831595
"{'type': 'Point', 'coordinates': [5.6369284078499975, 8.646284609650394]}",108.16653826391968,167,0,0,10,12482.170718814734
"{'type': 'Point', 'coordinates': [6.984401334029279, 12.284461510334456]}",256.3201123595259,442,0,0,40,8577.418902126134
"{'type': 'Point', 'coordinates': [7.747969325530873, 11.026820112567126]}",67.0820393249937,625,0,1,40,10336.003255298332
"{'type': 'Point', 'coordinates': [10.892072819949197, 10.892072819949197]}",432.6661530556787,416,0,0,40,9175.037906953981
"{'type': 'Point', 'coordinates': [9.769178714799796, 7.388643211883064]}",254.5584412271571,222,0,0,40,15827.118779434331
"{'type': 'Point', 'coordinates': [6.310664870939639, 8.107295439178682]}",150.0,401,0,1,10,13203.463030785066
"{'type': 'Point', 'coordinates': [9.589515657975891, 6.984401334029279]}",30.0,229,0,0,10,20294.899407921126
"{'type': 'Point', 'coordinates': [6.939485569823304, 5.097939237378284]}",152.97058540778355,42,0,1,10,23985.581922635436
"{'type': 'Point', 'coordinates': [9.409852601151988, 7.792885089736849]}",123.69316876852982,136,0,0,40,12426.039956470686
"{'type': 'Point', 'coordinates': [11.161567405185055, 7.613222032912945]}",457.93012567421243,350,0,1,10,19815.29470933728
"{'type': 'Point', 'coordinates': [8.421705788620514, 8.69120037385637]}",228.47319317591726,166,0,1,40,14632.677646982682
"{'type': 'Point', 'coordinates': [7.7030535613248965, 5.322518058408165]}",182.48287590894657,104,0,0,10,24406.62520229593
"{'type': 'Point', 'coordinates': [12.553956095570312, 8.69120037385637]}",192.09372712298546,1134,0,0,10,14076.868054060935
"{'type': 'Point', 'coordinates': [10.487830942095414, 12.194629981922503]}",276.5863337187866,362,0,0,40,5681.63719607421
"{'type': 'Point', 'coordinates': [5.547096879438045, 11.565809283038838]}",201.24611797498108,389,0,0,40,10186.509420650476
"{'type': 'Point', 'coordinates': [6.714906748793423, 8.960694959092226]}",189.73665961010278,178,0,0,40,12333.287131199279
"{'type': 'Point', 'coordinates': [7.43355897608904, 11.20648316939103]}",94.86832980505139,670,0,0,40,10141.563404093069
"{'type': 'Point', 'coordinates': [5.816591464673902, 10.353083649477485]}",301.4962686336267,269,0,0,40,12107.058238117459
"{'type': 'Point', 'coordinates': [7.20898015505916, 10.667493998919317]}",134.1640786499874,593,0,1,20,11705.78894793248
"{'type': 'Point', 'coordinates': [8.152211203384658, 9.454768365357964]}",150.0,664,0,0,20,15923.562719823103
"{'type': 'Point', 'coordinates': [6.8047382772053755, 10.98190434836115]}",127.27922061357854,592,0,0,20,10906.357058933017
"{'type': 'Point', 'coordinates': [8.107295439178682, 6.984401334029279]}",492.0365840057018,77,0,0,20,14009.59989810898
"{'type': 'Point', 'coordinates': [6.265749106733662, 12.464124567158361]}",30.0,357,0,0,30,8367.173353778266
"{'type': 'Point', 'coordinates': [9.005610723298203, 10.308167885271509]}",271.66155414412253,879,0,0,40,13153.968867544085
"{'type': 'Point', 'coordinates': [6.265749106733662, 7.882716618148801]}",123.69316876852982,414,0,0,20,13228.154680766176
"{'type': 'Point', 'coordinates': [10.98190434836115, 6.984401334029279]}",161.55494421403512,1247,0,1,10,21425.28640998737
"{'type': 'Point', 'coordinates': [6.759822512999399, 6.355580635145614]}",30.0,26,0,1,40,16769.9893040983
"{'type': 'Point', 'coordinates': [9.544599893769915, 9.72426295059382]}",379.47331922020555,680,0,0,30,11221.818611583622
"{'type': 'Point', 'coordinates': [3.3013086691392415, 9.140358015916132]}",301.4962686336267,408,0,0,20,11714.023672521693
"{'type': 'Point', 'coordinates': [8.46662155282649, 7.523390504500992]}",134.1640786499874,124,0,0,20,12164.59238517096
"{'type': 'Point', 'coordinates': [11.88021963248067, 12.958197973424097]}",400.24992192379,324,0,1,40,4675.265732223717
"{'type': 'Point', 'coordinates': [9.364936836946011, 8.46662155282649]}",161.55494421403512,130,0,0,40,12039.15375470322
"{'type': 'Point', 'coordinates': [5.726759936261949, 6.849654041411351]}",589.406481131655,119,0,1,10,16063.823605718091
"{'type': 'Point', 'coordinates': [11.565809283038838, 8.46662155282649]}",530.7541803886239,374,0,1,10,15152.280392054423
"{'type': 'Point', 'coordinates': [5.906422993085854, 8.601368845444417]}",90.0,118,0,1,40,12201.614909314752
"{'type': 'Point', 'coordinates': [5.187770765790236, 7.298811683471112]}",450.0,371,0,1,10,13932.995959772787
"{'type': 'Point', 'coordinates': [4.648781595318524, 11.610725047244815]}",313.20919526731655,223,0,0,30,9684.255112910836
"{'type': 'Point', 'coordinates': [7.972548146560753, 11.161567405185055]}",90.0,670,0,0,40,9423.604522763662
"{'type': 'Point', 'coordinates': [4.783528887936452, 10.487830942095414]}",90.0,202,0,0,40,11227.492877886943
"{'type': 'Point', 'coordinates': [6.759822512999399, 11.071735876773102]}",123.69316876852982,535,0,1,20,11206.248821247966
"{'type': 'Point', 'coordinates': [6.714906748793423, 10.622578234713341]}",323.10988842807024,522,0,1,20,12445.41229068255
"{'type': 'Point', 'coordinates': [5.996254521497805, 4.738613123730476]}",30.0,16,0,1,10,30868.645437211635
"{'type': 'Point', 'coordinates': [4.648781595318524, 7.972548146560753]}",67.0820393249937,369,0,1,10,14673.159441201016
"{'type': 'Point', 'coordinates': [7.882716618148801, 9.49968412956394]}",67.0820393249937,700,0,1,40,15954.6237057605
"{'type': 'Point', 'coordinates': [11.296314697802982, 9.72426295059382]}",60.0,549,0,0,20,10564.674382073952
"{'type': 'Point', 'coordinates': [4.154708189052787, 8.017463910766729]}",94.86832980505139,310,0,1,50,12980.953719081532
"{'type': 'Point', 'coordinates': [3.750466311199002, 11.79038810406872]}",94.86832980505139,218,0,0,40,9019.986291148565
"{'type': 'Point', 'coordinates': [5.097939237378284, 8.242042731796609]}",189.73665961010278,572,0,1,10,13849.138459439473
"{'type': 'Point', 'coordinates': [13.631934436513738, 11.610725047244815]}",218.40329667841553,317,0,0,30,8172.996035010823
"{'type': 'Point', 'coordinates': [7.478474740295016, 6.131001814115734]}",216.33307652783935,286,0,0,10,20055.33728652401
"{'type': 'Point', 'coordinates': [6.5352436919695185, 5.906422993085854]}",67.0820393249937,27,0,1,10,20675.987623482943
"{'type': 'Point', 'coordinates': [3.121645612315337, 8.825947666474299]}",174.92855684535903,330,0,0,20,12206.50277013424
"{'type': 'Point', 'coordinates': [7.43355897608904, 6.5352436919695185]}",174.92855684535903,393,0,1,10,18092.648306200397
"{'type': 'Point', 'coordinates': [9.9488417716237, 10.353083649477485]}",67.0820393249937,534,0,0,40,10644.484829627632
"{'type': 'Point', 'coordinates': [7.388643211883064, 9.050526487504179]}",30.0,440,0,1,50,13806.774123525043
"{'type': 'Point', 'coordinates': [9.275105308534059, 6.6699909845874465]}",254.5584412271571,272,0,0,10,18485.477322422426
"{'type': 'Point', 'coordinates': [11.161567405185055, 9.993757535829676]}",150.0,435,0,0,40,9785.888305809349
"{'type': 'Point', 'coordinates': [4.109792424846811, 8.197126967590634]}",60.0,387,0,0,20,12246.678697781004
"{'type': 'Point', 'coordinates': [9.005610723298203, 7.029317098235255]}",201.24611797498108,183,0,0,40,15301.686693124007
"{'type': 'Point', 'coordinates': [6.220833342527686, 6.40049639935159]}",300.0,155,0,1,10,17858.076344614034
"{'type': 'Point', 'coordinates': [11.970051160892623, 11.655640811450791]}",697.7822009767805,411,0,0,40,7973.19874083994
"{'type': 'Point', 'coordinates': [4.334371245876691, 6.490327927763542]}",90.0,22,0,1,10,19161.593039304018
"{'type': 'Point', 'coordinates': [12.643787623982265, 9.230189544328082]}",42.42640687119285,202,0,0,40,9572.050309520879
"{'type': 'Point', 'coordinates': [7.478474740295016, 8.870863430680274]}",123.69316876852982,515,0,1,40,13273.34035729275
"{'type': 'Point', 'coordinates': [9.634431422181867, 10.397999413683461]}",150.0,600,0,0,30,11501.754777264941
"{'type': 'Point', 'coordinates': [7.074232862441232, 10.083589064241629]}",42.42640687119285,421,0,1,20,13607.859270578716
"{'type': 'Point', 'coordinates': [5.412349586820117, 8.152211203384658]}",120.0,363,0,1,20,13775.847469062079
"{'type': 'Point', 'coordinates': [4.693697359524499, 7.747969325530873]}",127.27922061357854,353,0,1,10,14794.204305215633
"{'type': 'Point', 'coordinates': [8.107295439178682, 5.008107708966333]}",0.0,12,0,0,10,27502.91192369908
"{'type': 'Point', 'coordinates': [8.601368845444417, 9.859010243211747]}",84.8528137423857,879,0,0,20,12905.205086084581
"{'type': 'Point', 'coordinates': [12.509040331364336, 8.825947666474299]}",283.0194339616981,386,0,0,20,12831.97078931192
"{'type': 'Point', 'coordinates': [11.565809283038838, 11.79038810406872]}",602.9925372672534,391,0,0,40,7971.112991553678
"{'type': 'Point', 'coordinates': [3.121645612315337, 7.927632382354777]}",391.15214431215895,205,0,1,10,12370.523778745628
"{'type': 'Point', 'coordinates': [13.587018672307762, 13.631934436513738]}",120.0,279,0,1,90,2858.325100866715
"{'type': 'Point', 'coordinates': [13.407355615483858, 13.631934436513738]}",169.7056274847714,280,0,1,30,2936.1200680001784
"{'type': 'Point', 'coordinates': [13.04802950183605, 10.397999413683461]}",366.1966684720111,508,0,0,40,10864.08065069621
"{'type': 'Point', 'coordinates': [11.925135396686647, 10.083589064241629]}",212.13203435596427,245,0,0,40,9798.415016086074
"{'type': 'Point', 'coordinates': [12.958197973424097, 10.353083649477485]}",402.49223594996215,516,0,0,40,11406.22509803898
"{'type': 'Point', 'coordinates': [5.592012643644021, 6.17591757832171]}",134.1640786499874,35,0,1,10,22027.103874590248
"{'type': 'Point', 'coordinates': [11.251398933597006, 10.128504828447605]}",192.09372712298546,427,0,0,40,9128.919334413775
"{'type': 'Point', 'coordinates': [6.086086049909758, 7.343727447677088]}",283.0194339616981,388,0,1,10,14553.893865167804
"{'type': 'Point', 'coordinates': [4.109792424846811, 8.107295439178682]}",67.0820393249937,321,0,0,20,12040.466740236872
"{'type': 'Point', 'coordinates': [7.478474740295016, 11.520893518832862]}",67.0820393249937,644,0,1,40,9873.988095090492
"{'type': 'Point', 'coordinates': [9.320021072740035, 8.46662155282649]}",189.73665961010278,120,0,1,40,12292.15817591019
"{'type': 'Point', 'coordinates': [6.445412163557567, 9.769178714799796]}",60.0,269,0,0,40,12007.688412454469
