geo,distance_to_water,elevation,flooded,forest_loss,landcover,rainfall
"{'type': 'Point', 'coordinates': [10.577662470507365, 8.91577919488625]}",123.69316876852982,170,0,0,20,10864.358008397488
"{'type': 'Point', 'coordinates': [7.074232862441232, 10.263252121065532]}",108.16653826391968,513,0,1,20,12987.133153411949
"{'type': 'Point', 'coordinates': [5.322518058408165, 8.556453081238441]}",276.5863337187866,236,0,1,20,13260.359764926223
"{'type': 'Point', 'coordinates': [7.972548146560753, 9.320021072740035]}",150.0,527,0,1,20,15135.379014503955
"{'type': 'Point', 'coordinates': [4.783528887936452, 10.128504828447605]}",108.16653826391968,234,0,0,40,11701.28838941783
"{'type': 'Point', 'coordinates': [2.7174037344615525, 7.972548146560753]}",228.47319317591726,143,0,1,20,12228.115625543229
"{'type': 'Point', 'coordinates': [12.284461510334456, 11.925135396686647]}",647.6109943476871,357,0,0,30,7515.876618289731
"{'type': 'Point', 'coordinates': [10.128504828447605, 10.263252121065532]}",201.24611797498108,487,0,1,40,9820.502278882494
"{'type': 'Point', 'coordinates': [10.218336356859556, 9.185273780122108]}",301.4962686336267,244,0,1,30,9813.500723478239
"{'type': 'Point', 'coordinates': [6.131001814115734, 10.353083649477485]}",301.4962686336267,255,0,1,40,12422.650965289102
"{'type': 'Point', 'coordinates': [7.074232862441232, 8.376790024414538]}",256.3201123595259,146,0,1,20,11717.323659411282
"{'type': 'Point', 'coordinates': [10.622578234713341, 12.509040331364336]}",228.47319317591726,351,0,1,40,5072.099962052794
"{'type': 'Point', 'coordinates': [8.242042731796609, 8.331874260208561]}",30.0,175,0,0,40,12921.10268347093
"{'type': 'Point', 'coordinates': [5.008107708966333, 10.487830942095414]}",42.42640687119285,304,0,0,40,11787.642085408479
"{'type': 'Point', 'coordinates': [8.46662155282649, 10.173420592653581]}",120.0,759,0,1,40,12659.716118925484
"{'type': 'Point', 'coordinates': [10.936988584155173, 7.343727447677088]}",256.3201123595259,799,0,1,10,22157.718809015205
"{'type': 'Point', 'coordinates': [10.173420592653581, 8.646284609650394]}",60.0,113,0,0,20,11264.181791980787
"{'type': 'Point', 'coordinates': [6.445412163557567, 13.04802950183605]}",60.0,329,0,0,40,7119.961765526625
"{'type': 'Point', 'coordinates': [10.038673300035653, 9.814094479005773]}",408.0441152620633,685,0,1,20,10781.006201260694
"{'type': 'Point', 'coordinates': [8.017463910766729, 5.502181115232069]}",0.0,17,0,1,10,25523.601161405444
"{'type': 'Point', 'coordinates': [11.835303868274694, 7.747969325530873]}",708.0254232723568,417,0,0,10,19343.321325655023
"{'type': 'Point', 'coordinates': [3.66063478278705, 6.490327927763542]}",0.0,9,0,1,10,16118.429264292121
"{'type': 'Point', 'coordinates': [10.487830942095414, 8.646284609650394]}",60.0,107,1,1,40,11135.388154171134
"{'type': 'Point', 'coordinates': [13.04802950183605, 10.308167885271509]}",335.4101966249685,539,0,0,40,11024.73735427129
"{'type': 'Point', 'coordinates': [6.6699909845874465, 4.379287010082667]}",30.0,10,0,0,95,28090.567066289485
"{'type': 'Point', 'coordinates': [7.65813779711892, 5.816591464673902]}",212.13203435596427,57,0,0,10,21120.175925112533
"{'type': 'Point', 'coordinates': [3.4360559617571695, 9.364936836946011]}",342.05262752974136,375,0,0,20,11839.071258254662
"{'type': 'Point', 'coordinates': [8.69120037385637, 6.580159456175495]}",308.86890422961005,64,0,0,20,17514.326121535618
"{'type': 'Point', 'coordinates': [6.580159456175495, 7.747969325530873]}",108.16653826391968,206,0,0,20,12456.335319953228
"{'type': 'Point', 'coordinates': [13.49718714389581, 10.353083649477485]}",180.0,728,0,0,30,10906.091734539872
"{'type': 'Point', 'coordinates': [13.227692558659953, 10.128504828447605]}",182.48287590894657,664,0,0,40,11502.942183837646
"{'type': 'Point', 'coordinates': [5.232686529996212, 11.565809283038838]}",94.86832980505139,394,0,1,20,10564.710845446161
"{'type': 'Point', 'coordinates': [5.681844172055973, 7.792885089736849]}",240.0,544,0,1,10,15375.879852387763
"{'type': 'Point', 'coordinates': [6.40049639935159, 6.40049639935159]}",180.0,171,0,1,10,17301.173383056303
"{'type': 'Point', 'coordinates': [6.445412163557567, 7.029317098235255]}",123.69316876852982,110,0,0,20,13908.113095209468
"{'type': 'Point', 'coordinates': [8.107295439178682, 6.714906748793423]}",366.1966684720111,104,0,0,40,16113.317001347836
"{'type': 'Point', 'coordinates': [5.187770765790236, 10.84715705574322]}",161.55494421403512,288,0,0,40,11767.062463321327
"{'type': 'Point', 'coordinates': [10.263252121065532, 8.91577919488625]}",150.0,169,0,1,20,10572.867533914065
"{'type': 'Point', 'coordinates': [9.769178714799796, 10.712409763125294]}",189.73665961010278,552,0,0,40,11325.06764570708
"{'type': 'Point', 'coordinates': [11.20648316939103, 8.601368845444417]}",300.0,184,0,0,40,13695.313355746835
"{'type': 'Point', 'coordinates': [11.610725047244815, 7.523390504500992]}",499.29950931279717,567,0,0,10,20597.939630072564
"{'type': 'Point', 'coordinates': [6.041170285703782, 10.532746706301388]}",429.5346318982906,343,0,0,40,12086.282503375318
"{'type': 'Point', 'coordinates': [7.20898015505916, 11.20648316939103]}",60.0,675,0,0,40,9809.523547997494
"{'type': 'Point', 'coordinates': [7.388643211883064, 7.478474740295016]}",335.4101966249685,281,0,1,10,13902.328293148545
"{'type': 'Point', 'coordinates': [7.568306268706968, 7.613222032912945]}",256.3201123595259,413,0,0,10,13708.263739437109
"{'type': 'Point', 'coordinates': [9.859010243211747, 7.388643211883064]}",216.33307652783935,199,0,0,40,16508.742282792926
"{'type': 'Point', 'coordinates': [12.329377274540432, 9.679347186387844]}",123.69316876852982,370,0,0,40,9670.901179270044
"{'type': 'Point', 'coordinates': [2.8072352628735047, 8.107295439178682]}",270.0,236,0,1,20,13227.130108191952
"{'type': 'Point', 'coordinates': [10.667493998919317, 9.814094479005773]}",420.0,376,0,0,30,9514.39020579477
"{'type': 'Point', 'coordinates': [6.8047382772053755, 11.520893518832862]}",189.73665961010278,688,0,0,20,10554.138759080439
"{'type': 'Point', 'coordinates': [10.038673300035653, 7.568306268706968]}",60.0,172,0,0,40,15967.854541422383
"{'type': 'Point', 'coordinates': [8.870863430680274, 8.646284609650394]}",60.0,154,0,1,40,13899.324007575979
"{'type': 'Point', 'coordinates': [6.5352436919695185, 11.296314697802982]}",271.66155414412253,483,0,0,40,11374.45548994685
"{'type': 'Point', 'coordinates': [5.053023473172308, 10.083589064241629]}",271.66155414412253,300,0,0,40,12014.190718414331
"{'type': 'Point', 'coordinates': [7.388643211883064, 9.589515657975891]}",212.13203435596427,531,0,1,40,15323.327565151609
"{'type': 'Point', 'coordinates': [8.062379674972705, 6.220833342527686]}",174.92855684535903,59,0,1,30,19418.219101428265
"{'type': 'Point', 'coordinates': [10.173420592653581, 10.442915177889438]}",210.0,524,0,0,40,9657.279730992937
"{'type': 'Point', 'coordinates': [11.970051160892623, 11.700556575656767]}",724.9827584156743,397,0,0,40,7805.901163118546
"{'type': 'Point', 'coordinates': [8.017463910766729, 6.714906748793423]}",318.9043743820395,89,0,0,40,15828.325174908776
"{'type': 'Point', 'coordinates': [6.310664870939639, 5.6369284078499975]}",152.97058540778355,22,0,1,10,21790.352285270637
"{'type': 'Point', 'coordinates': [10.892072819949197, 9.49968412956394]}",284.60498941515414,390,0,0,40,9749.85095552159
"{'type': 'Point', 'coordinates': [11.341230462008959, 11.251398933597006]}",379.47331922020555,317,0,0,40,8386.291357674841
"{'type': 'Point', 'coordinates': [6.131001814115734, 5.592012643644021]}",216.33307652783935,19,0,1,10,22939.44752920617
"{'type': 'Point', 'coordinates': [8.152211203384658, 6.17591757832171]}",108.16653826391968,41,0,0,10,19672.198026975617
"{'type': 'Point', 'coordinates': [8.69120037385637, 8.870863430680274]}",234.30749027719963,204,0,1,20,16388.61229730345
"{'type': 'Point', 'coordinates': [14.126007842779476, 12.419208802952385]}",241.86773244895647,288,0,0,30,7047.062580521905
"{'type': 'Point', 'coordinates': [9.409852601151988, 9.9488417716237]}",301.4962686336267,652,0,1,30,12539.03561663994
"{'type': 'Point', 'coordinates': [8.736116138062346, 7.882716618148801]}",60.0,118,0,1,20,11942.140382958256
"{'type': 'Point', 'coordinates': [3.9301293680229064, 11.520893518832862]}",0.0,155,1,0,40,10838.845703607132
"{'type': 'Point', 'coordinates': [5.726759936261949, 8.91577919488625]}",30.0,69,0,0,40,11265.895229442176
"{'type': 'Point', 'coordinates': [7.8378008539428246, 8.69120037385637]}",189.73665961010278,254,0,0,40,12857.870311195056
"{'type': 'Point', 'coordinates': [9.859010243211747, 9.005610723298203]}",108.16653826391968,231,0,0,40,11056.721887473352
"{'type': 'Point', 'coordinates': [8.870863430680274, 8.781031902268323]}",108.16653826391968,177,0,1,20,14194.403574564538
"{'type': 'Point', 'coordinates': [7.568306268706968, 12.823450680806168]}",67.0820393249937,553,0,0,40,7615.0606577635845
"{'type': 'Point', 'coordinates': [6.849654041411351, 10.263252121065532]}",67.0820393249937,487,0,1,40,12703.90959529073
"{'type': 'Point', 'coordinates': [4.334371245876691, 12.598871859776288]}",271.66155414412253,208,1,0,40,7053.027743241437
"{'type': 'Point', 'coordinates': [4.514034302700596, 6.939485569823304]}",339.4112549695428,160,0,0,10,17754.185899283737
"{'type': 'Point', 'coordinates': [9.454768365357964, 9.859010243211747]}",331.36083051561786,647,0,1,40,12268.029422473992
"{'type': 'Point', 'coordinates': [7.882716618148801, 4.963191944760356]}",150.0,61,0,1,10,24070.115813996643
"{'type': 'Point', 'coordinates': [5.906422993085854, 11.745472339862744]}",469.5742752749559,417,0,0,30,9843.254745358558
"{'type': 'Point', 'coordinates': [9.589515657975891, 9.050526487504179]}",123.69316876852982,308,0,0,40,11777.481330554758
"{'type': 'Point', 'coordinates': [8.736116138062346, 5.457265351026093]}",400.24992192379,165,0,1,10,29006.208474375308
"{'type': 'Point', 'coordinates': [7.927632382354777, 6.445412163557567]}",182.48287590894657,127,0,0,40,17447.762906317133
"{'type': 'Point', 'coordinates': [7.478474740295016, 9.814094479005773]}",120.0,552,0,1,20,14894.485821032744
"{'type': 'Point', 'coordinates': [9.050526487504179, 9.769178714799796]}",60.0,1084,0,0,20,12369.563110546462
"{'type': 'Point', 'coordinates': [8.556453081238441, 11.700556575656767]}",84.8528137423857,466,0,1,40,9482.038352327043
"{'type': 'Point', 'coordinates': [10.038673300035653, 11.835303868274694]}",335.4101966249685,384,0,0,40,7953.6041682912
"{'type': 'Point', 'coordinates': [8.242042731796609, 7.792885089736849]}",30.0,77,0,0,20,12070.963368180062
"{'type': 'Point', 'coordinates': [5.816591464673902, 5.502181115232069]}",0.0,13,0,0,10,25071.00756954041
"{'type': 'Point', 'coordinates': [7.523390504500992, 6.6699909845874465]}",201.24611797498108,196,0,1,10,16040.959653764963
"{'type': 'Point', 'coordinates': [10.173420592653581, 10.397999413683461]}",210.0,499,0,0,20,9679.49808501458
"{'type': 'Point', 'coordinates': [7.8378008539428246, 9.095442251710155]}",212.13203435596427,414,0,1,20,14533.108436226057
"{'type': 'Point', 'coordinates': [8.46662155282649, 5.592012643644021]}",295.4657340538831,419,0,0,10,27932.157496843487
"{'type': 'Point', 'coordinates': [10.577662470507365, 9.409852601151988]}",324.4996147917591,197,0,0,30,9622.118300084854
"{'type': 'Point', 'coordinates': [7.568306268706968, 6.086086049909758]}",218.40329667841553,67,0,1,40,19691.230376254767
"{'type': 'Point', 'coordinates': [7.164064390853183, 8.062379674972705]}",42.42640687119285,139,0,1,20,12003.03558999579
"{'type': 'Point', 'coordinates': [6.220833342527686, 4.828444652142428]}",0.0,20,0,0,10,28399.088420153013
"{'type': 'Point', 'coordinates': [10.802241291537246, 7.747969325530873]}",300.0,651,0,0,10,18722.45902864547
"{'type': 'Point', 'coordinates': [13.991260550161547, 12.0149669250986]}",480.93658625644196,296,0,0,30,6996.578181706007
"{'type': 'Point', 'coordinates': [12.194629981922503, 8.601368845444417]}",371.0795063055894,423,0,0,40,13085.867267954578
"{'type': 'Point', 'coordinates': [3.9301293680229064, 8.91577919488625]}",108.16653826391968,389,0,0,10,12153.649405758912
"{'type': 'Point', 'coordinates': [7.927632382354777, 4.6038658311125475]}",30.0,13,0,1,10,28785.234630406834
"{'type': 'Point', 'coordinates': [5.816591464673902, 10.667493998919317]}",349.85711369071805,424,0,1,40,11946.500123661968
"{'type': 'Point', 'coordinates': [12.374293038746409, 9.005610723298203]}",212.13203435596427,318,0,0,20,11293.129574086051
"{'type': 'Point', 'coordinates': [4.289455481670715, 9.72426295059382]}",182.48287590894657,272,0,1,40,12800.343964088068
"{'type': 'Point', 'coordinates': [7.613222032912945, 4.738613123730476]}",60.0,30,0,1,10,24713.656707710586
"{'type': 'Point', 'coordinates': [9.095442251710155, 8.017463910766729]}",67.0820393249937,140,0,1,20,12039.320508522098
"{'type': 'Point', 'coordinates': [4.334371245876691, 10.308167885271509]}",42.42640687119285,204,0,0,20,11523.729924811538
"{'type': 'Point', 'coordinates': [8.825947666474299, 5.6369284078499975]}",408.0441152620633,164,0,0,10,28951.458390068263
"{'type': 'Point', 'coordinates': [4.558950066906571, 8.242042731796609]}",90.0,428,0,1,20,13132.402859755846
"{'type': 'Point', 'coordinates': [7.164064390853183, 6.086086049909758]}",254.5584412271571,79,0,1,10,19724.234877409413
"{'type': 'Point', 'coordinates': [5.592012643644021, 5.232686529996212]}",30.0,11,0,0,95,30755.58663392128
"{'type': 'Point', 'coordinates': [3.480971725963146, 11.475977754626888]}",150.0,247,0,0,20,10072.812212066496
"{'type': 'Point', 'coordinates': [4.558950066906571, 8.870863430680274]}",192.09372712298546,257,0,1,20,11842.023544490585
"{'type': 'Point', 'coordinates': [6.6699909845874465, 10.218336356859556]}",120.0,328,0,0,20,12381.012516573282
"{'type': 'Point', 'coordinates': [5.592012643644021, 12.464124567158361]}",234.30749027719963,304,0,0,40,7825.604087665494
"{'type': 'Point', 'coordinates': [6.714906748793423, 10.802241291537246]}",258.0697580112788,554,0,1,20,11934.03846680987
"{'type': 'Point', 'coordinates': [8.736116138062346, 7.613222032912945]}",90.0,114,0,1,20,11829.714265984741
"{'type': 'Point', 'coordinates': [11.745472339862744, 11.431061990420911]}",502.8916384272063,371,0,0,30,8478.490983239444
"{'type': 'Point', 'coordinates': [6.625075220381471, 6.310664870939639]}",60.0,111,0,1,10,17305.504114876967
"{'type': 'Point', 'coordinates': [4.289455481670715, 7.792885089736849]}",189.73665961010278,310,0,1,10,14933.640614223084
"{'type': 'Point', 'coordinates': [12.553956095570312, 8.825947666474299]}",268.3281572999748,413,0,0,10,12852.393740824933
"{'type': 'Point', 'coordinates': [12.104798453510552, 11.655640811450791]}",740.9453421137081,400,0,0,40,7939.742834118292
"{'type': 'Point', 'coordinates': [9.454768365357964, 8.69120037385637]}",30.0,179,0,0,40,11968.3346186352
"{'type': 'Point', 'coordinates': [6.445412163557567, 10.353083649477485]}",241.86773244895647,430,0,1,40,12321.014790517063
"{'type': 'Point', 'coordinates': [4.424202774288643, 8.46662155282649]}",94.86832980505139,325,0,1,20,12440.395828490651
"{'type': 'Point', 'coordinates': [2.986898319697409, 8.331874260208561]}",339.4112549695428,282,0,0,20,12973.39667794894
"{'type': 'Point', 'coordinates': [6.17591757832171, 5.142855001584261]}",30.0,16,0,1,10,27408.4878326444
"{'type': 'Point', 'coordinates': [6.265749106733662, 7.43355897608904]}",182.48287590894657,444,0,0,10,14303.343272049911
"{'type': 'Point', 'coordinates': [10.442915177889438, 9.814094479005773]}",551.5432893255071,344,0,0,30,9617.696600056253
"{'type': 'Point', 'coordinates': [7.43355897608904, 8.601368845444417]}",300.0,481,0,1,10,13052.469914169807
"{'type': 'Point', 'coordinates': [10.218336356859556, 7.20898015505916]}",42.42640687119285,244,0,1,20,20800.5528262828
"{'type': 'Point', 'coordinates': [7.388643211883064, 7.568306268706968]}",283.0194339616981,334,0,1,10,13251.243618168111
"{'type': 'Point', 'coordinates': [3.2114771407272893, 8.825947666474299]}",127.27922061357854,350,0,0,20,11920.274143341678
"{'type': 'Point', 'coordinates': [7.119148626647208, 7.478474740295016]}",268.3281572999748,374,0,1,10,13438.163217037712
"{'type': 'Point', 'coordinates': [9.140358015916132, 7.298811683471112]}",67.0820393249937,155,0,0,40,13681.324232881809
"{'type': 'Point', 'coordinates': [5.547096879438045, 7.20898015505916]}",563.6488268416781,309,0,1,10,13840.102227312513
"{'type': 'Point', 'coordinates': [11.610725047244815, 7.7030535613248965]}",603.7383539249432,714,0,0,10,20312.349162658975
"{'type': 'Point', 'coordinates': [7.972548146560753, 11.20648316939103]}",94.86832980505139,646,0,0,40,9033.115516982904
"{'type': 'Point', 'coordinates': [6.265749106733662, 4.648781595318524]}",30.0,18,0,1,10,30843.695723630488
"{'type': 'Point', 'coordinates': [7.029317098235255, 6.714906748793423]}",201.24611797498108,52,0,1,40,15026.76768082748
"{'type': 'Point', 'coordinates': [7.074232862441232, 10.936988584155173]}",134.1640786499874,651,0,1,30,11180.016022271942
"{'type': 'Point', 'coordinates': [10.622578234713341, 7.568306268706968]}",241.86773244895647,387,0,1,10,19605.731844365982
"{'type': 'Point', 'coordinates': [4.514034302700596, 11.251398933597006]}",60.0,162,0,0,40,10160.727612957598
"{'type': 'Point', 'coordinates': [6.490327927763542, 10.038673300035653]}",60.0,271,0,1,20,12698.344400332351
"{'type': 'Point', 'coordinates': [8.736116138062346, 9.544599893769915]}",67.0820393249937,1106,0,0,30,12643.441580423398
"{'type': 'Point', 'coordinates': [11.071735876773102, 8.421705788620514]}",234.30749027719963,242,0,0,40,14767.066070016492
"{'type': 'Point', 'coordinates': [4.109792424846811, 11.071735876773102]}",127.27922061357854,283,0,1,40,11321.433699278352
"{'type': 'Point', 'coordinates': [4.109792424846811, 11.251398933597006]}",60.0,228,0,0,20,10791.737445354805
"{'type': 'Point', 'coordinates': [5.681844172055973, 10.128504828447605]}",276.5863337187866,274,0,1,10,12467.75145510873
"{'type': 'Point', 'coordinates': [4.289455481670715, 10.84715705574322]}",192.09372712298546,216,0,0,40,10867.8617862385
"{'type': 'Point', 'coordinates': [7.029317098235255, 10.622578234713341]}",192.09372712298546,628,0,0,30,12564.072235007246
"{'type': 'Point', 'coordinates': [7.7030535613248965, 8.825947666474299]}",192.09372712298546,319,0,1,40,12971.619614456296
"{'type': 'Point', 'coordinates': [7.882716618148801, 5.3674338226141405]}",84.8528137423857,18,0,1,10,24705.16779594496
"{'type': 'Point', 'coordinates': [5.322518058408165, 7.747969325530873]}",174.92855684535903,481,0,1,10,14835.969187504763
"{'type': 'Point', 'coordinates': [5.097939237378284, 8.601368845444417]}",295.4657340538831,281,0,1,20,13084.02134536276
"{'type': 'Point', 'coordinates': [3.840297839610954, 9.275105308534059]}",150.0,329,0,0,40,10593.109996978448
"{'type': 'Point', 'coordinates': [9.140358015916132, 8.870863430680274]}",192.09372712298546,237,0,0,20,12380.255549256326
"{'type': 'Point', 'coordinates': [8.152211203384658, 7.298811683471112]}",361.2478373637689,140,0,0,20,12173.286892527714
"{'type': 'Point', 'coordinates': [12.374293038746409, 11.116651640979079]}",429.5346318982906,464,0,0,30,9455.35122779326
"{'type': 'Point', 'coordinates': [12.374293038746409, 10.622578234713341]}",189.73665961010278,521,0,0,40,10567.580492858651
"{'type': 'Point', 'coordinates': [3.8852136038169305, 7.613222032912945]}",364.96575181789314,264,0,1,10,13708.212198524852
"{'type': 'Point', 'coordinates': [11.475977754626888, 6.759822512999399]}",90.0,1426,0,0,30,19385.3178467948
"{'type': 'Point', 'coordinates': [10.397999413683461, 9.993757535829676]}",450.0,406,0,0,20,9397.971351847751
"{'type': 'Point', 'coordinates': [8.286958496002585, 7.523390504500992]}",189.73665961010278,119,0,0,20,12475.098933764957
"{'type': 'Point', 'coordinates': [7.074232862441232, 9.72426295059382]}",108.16653826391968,470,0,0,40,14127.347199080607
"{'type': 'Point', 'coordinates': [5.277602294202189, 7.478474740295016]}",335.4101966249685,417,0,1,10,14306.244627918833
"{'type': 'Point', 'coordinates': [2.8072352628735047, 7.8378008539428246]}",324.4996147917591,210,0,0,20,12420.739342107714
"{'type': 'Point', 'coordinates': [11.296314697802982, 9.454768365357964]}",108.16653826391968,181,0,0,40,10034.914662652372
"{'type': 'Point', 'coordinates': [8.331874260208561, 9.050526487504179]}",342.05262752974136,481,0,1,20,15277.188910714147
"{'type': 'Point', 'coordinates': [3.9301293680229064, 7.568306268706968]}",400.24992192379,267,0,1,10,14194.589298290433
"{'type': 'Point', 'coordinates': [10.75732552733127, 9.185273780122108]}",134.1640786499874,244,0,1,20,10285.11442469534
"{'type': 'Point', 'coordinates': [5.547096879438045, 6.220833342527686]}",152.97058540778355,39,0,1,10,21874.789081837982
"{'type': 'Point', 'coordinates': [3.8852136038169305, 7.478474740295016]}",445.9820624195552,211,0,1,10,13649.975716395678
"{'type': 'Point', 'coordinates': [7.298811683471112, 6.131001814115734]}",300.0,161,0,1,10,18811.2240639776
"{'type': 'Point', 'coordinates': [6.131001814115734, 6.445412163557567]}",351.14099732158877,93,0,1,10,18501.564809488787
"{'type': 'Point', 'coordinates': [5.502181115232069, 6.310664870939639]}",210.0,63,0,1,10,21365.04979726812
"{'type': 'Point', 'coordinates': [4.244539717464739, 8.421705788620514]}",152.97058540778355,362,0,0,20,12063.22079070986
"{'type': 'Point', 'coordinates': [8.69120037385637, 9.140358015916132]}",152.97058540778355,601,0,0,20,13710.135318256787
"{'type': 'Point', 'coordinates': [8.242042731796609, 5.053023473172308]}",0.0,61,0,1,10,27731.614691600204
"{'type': 'Point', 'coordinates': [5.502181115232069, 7.029317098235255]}",664.0783086353597,220,0,0,30,16202.394133094698
"{'type': 'Point', 'coordinates': [12.0149669250986, 11.251398933597006]}",483.73546489791295,446,0,0,40,8699.097147381337
"{'type': 'Point', 'coordinates': [6.40049639935159, 12.104798453510552]}",152.97058540778355,446,0,0,40,9613.05341811189
"{'type': 'Point', 'coordinates': [8.062379674972705, 8.825947666474299]}",284.60498941515414,326,0,1,40,14055.588193833879
"{'type': 'Point', 'coordinates': [6.40049639935159, 5.726759936261949]}",127.27922061357854,23,0,1,10,22103.0742392987
"{'type': 'Point', 'coordinates': [11.88021963248067, 8.242042731796609]}",589.406481131655,940,0,1,10,14670.149938614555
"{'type': 'Point', 'coordinates': [3.7953820754049783, 10.84715705574322]}",189.73665961010278,241,0,0,40,12964.885423980191
"{'type': 'Point', 'coordinates': [3.750466311199002, 7.43355897608904]}",351.14099732158877,198,0,1,10,13812.722020466164
"{'type': 'Point', 'coordinates': [8.556453081238441, 9.140358015916132]}",192.09372712298546,553,0,1,20,14783.69405994238
"{'type': 'Point', 'coordinates': [5.457265351026093, 10.487830942095414]}",84.8528137423857,344,0,0,40,12022.225848451832
"{'type': 'Point', 'coordinates': [8.960694959092226, 9.050526487504179]}",210.0,868,0,1,10,12639.855456075671
"{'type': 'Point', 'coordinates': [12.823450680806168, 9.095442251710155]}",169.7056274847714,234,0,1,20,10525.146258502267
"{'type': 'Point', 'coordinates': [10.173420592653581, 7.613222032912945]}",0.0,142,0,0,20,16191.956689552142
"{'type': 'Point', 'coordinates': [8.736116138062346, 9.589515657975891]}",60.0,1174,0,0,40,12650.102936552454
"{'type': 'Point', 'coordinates': [11.431061990420911, 7.65813779711892]}",531.6013544000805,338,0,0,10,20106.732710620476
"{'type': 'Point', 'coordinates': [5.322518058408165, 7.972548146560753]}",90.0,479,0,1,10,14351.68192240913
"{'type': 'Point', 'coordinates': [3.4360559617571695, 9.320021072740035]}",324.4996147917591,385,0,0,20,11915.274594369788
"{'type': 'Point', 'coordinates': [8.736116138062346, 10.442915177889438]}",276.5863337187866,782,0,0,40,13819.798494271934
"{'type': 'Point', 'coordinates': [4.154708189052787, 9.364936836946011]}",284.60498941515414,302,0,0,40,11366.038882901445
"{'type': 'Point', 'coordinates': [12.329377274540432, 11.251398933597006]}",502.8916384272063,440,0,1,30,9141.111155481049
"{'type': 'Point', 'coordinates': [13.092945266042026, 11.79038810406872]}",108.16653826391968,336,0,0,30,6919.0256415651365
"{'type': 'Point', 'coordinates': [11.161567405185055, 8.46662155282649]}",300.0,334,0,0,20,14693.566392062005
"{'type': 'Point', 'coordinates': [5.3674338226141405, 10.487830942095414]}",42.42640687119285,330,0,1,40,11996.679213201827
"{'type': 'Point', 'coordinates': [9.589515657975891, 9.814094479005773]}",421.07006542854594,641,0,1,30,11763.319920697068
"{'type': 'Point', 'coordinates': [12.643787623982265, 10.173420592653581]}",432.6661530556787,514,0,0,40,11870.717330788964
"{'type': 'Point', 'coordinates': [12.0149669250986, 11.431061990420911]}",582.494635168428,419,0,1,30,8610.798494894356
"{'type': 'Point', 'coordinates': [8.825947666474299, 6.625075220381471]}",384.1874542459709,76,0,0,20,17807.665856405012
"{'type': 'Point', 'coordinates': [9.634431422181867, 8.286958496002585]}",84.8528137423857,129,0,0,20,10361.313678831655
"{'type': 'Point', 'coordinates': [7.388643211883064, 6.310664870939639]}",189.73665961010278,393,0,0,10,19870.86921865237
"{'type': 'Point', 'coordinates': [6.714906748793423, 11.835303868274694]}",218.40329667841553,579,0,0,40,9563.65523088768
"{'type': 'Point', 'coordinates': [5.906422993085854, 12.688703388188241]}",30.0,291,0,0,40,7400.996193312673
"{'type': 'Point', 'coordinates': [6.310664870939639, 8.376790024414538]}",108.16653826391968,191,0,1,20,12576.456603230572
"{'type': 'Point', 'coordinates': [8.646284609650394, 5.592012643644021]}",361.2478373637689,331,0,0,10,28343.787379527465
"{'type': 'Point', 'coordinates': [9.679347186387844, 7.164064390853183]}",127.27922061357854,196,0,0,40,18130.208829238778
"{'type': 'Point', 'coordinates': [8.601368845444417, 10.622578234713341]}",127.27922061357854,735,0,0,40,13053.92718016752
"{'type': 'Point', 'coordinates': [9.050526487504179, 7.478474740295016]}",60.0,174,0,0,40,12849.980916510802
"{'type': 'Point', 'coordinates': [4.379287010082667, 9.589515657975891]}",120.0,201,0,0,40,12186.318124480778
"{'type': 'Point', 'coordinates': [6.310664870939639, 7.029317098235255]}",212.13203435596427,172,0,1,20,14096.317011171486
"{'type': 'Point', 'coordinates': [11.116651640979079, 8.69120037385637]}",216.33307652783935,206,0,0,40,12636.588016292084
"{'type': 'Point', 'coordinates': [5.592012643644021, 5.3674338226141405]}",0.0,7,0,0,95,30615.069599765033
"{'type': 'Point', 'coordinates': [3.705550546993026, 7.927632382354777]}",152.97058540778355,228,0,1,20,11990.663104252366
"{'type': 'Point', 'coordinates': [8.556453081238441, 11.79038810406872]}",60.0,435,0,0,40,9361.850637061623
"{'type': 'Point', 'coordinates': [6.086086049909758, 7.029317098235255]}",361.2478373637689,202,0,0,10,14280.957555955276
"{'type': 'Point', 'coordinates': [12.958197973424097, 10.128504828447605]}",361.2478373637689,645,0,0,40,11599.523099657352
"{'type': 'Point', 'coordinates': [4.154708189052787, 8.870863430680274]}",241.86773244895647,428,0,1,20,11796.981152317245
"{'type': 'Point', 'coordinates': [13.901429021749594, 11.745472339862744]}",391.15214431215895,304,0,0,30,7470.797050363863
"{'type': 'Point', 'coordinates': [3.7953820754049783, 10.936988584155173]}",180.0,228,0,0,20,12373.210618882247
"{'type': 'Point', 'coordinates': [9.275105308534059, 6.265749106733662]}",465.72524088780074,317,0,1,10,25344.661399801385
"{'type': 'Point', 'coordinates': [12.464124567158361, 8.69120037385637]}",234.30749027719963,473,0,0,40,13186.717261715472
"{'type': 'Point', 'coordinates': [10.577662470507365, 10.083589064241629]}",512.6402247190518,333,0,0,40,9407.384564599488
"{'type': 'Point', 'coordinates': [6.625075220381471, 9.9488417716237]}",30.0,260,0,0,40,11769.067556943883
"{'type': 'Point', 'coordinates': [7.882716618148801, 5.277602294202189]}",60.0,86,0,0,10,23992.187406143174
